,cif_id,solvent_removal_stability
2136,pcu+N595+E159,Stable
2137,pcu+N248+E195,Unstable
2138,pcu+N630+E57,Stable
2139,pcu+N182+E30,Stable
2140,pcu+N336+E26,Stable
2141,pcu+N622+E29,Stable
2142,pcu+N123+E40,Stable
2143,pcu+N577+E79,Stable
2144,pcu+N183+E215,Unstable
2145,pcu+N240+E160,Stable
2146,pcu+N467+E135,Stable
2147,pcu+N341+E87,Stable
2148,pcu+N151+E135,Unstable
2149,pcu+N555+E221,Stable
2150,pcu+N41+E64,Unstable
2151,pcu+N274+E86,Unstable
2152,pcu+N180+E234,Stable
2153,pcu+N54+E52,Stable
2154,pcu+N678+E161,Stable
2155,pcu+N152+E24,Stable
2156,pcu+N540+E229,Unstable
2157,pcu+N590+E57,Stable
2158,pcu+N521+E215,Unstable
2159,pcu+N328+E150,Stable
2160,pcu+N143+E123,Unstable
2161,pcu+N384+E104,Stable
2162,pcu+N442+E26,Stable
2163,pcu+N36+E107,Stable
2164,pcu+N634+E115,Stable
2165,pcu+N476+E9,Unstable
2166,pcu+N139+E40,Stable
2167,pcu+N135+E190,Unstable
2168,pcu+N560+E17,Stable
2169,pcu+N475+E151,Stable
2170,pcu+N208+E154,Stable
2171,pcu+N491+E2,Stable
2172,pcu+N505+E150,Stable
2173,pcu+N568+E15,Stable
2174,pcu+N101+E175,Stable
2175,pcu+N505+E171,Stable
2176,pcu+N155+E98,Stable
2177,pcu+N205+E153,Stable
2178,pcu+N248+E201,Stable
2179,pcu+N283+E89,Stable
2180,pcu+N306+E146,Stable
2181,pcu+N505+E175,Stable
2182,pcu+N548+E155,Stable
2183,pcu+N576+E11,Unstable
2184,pcu+N379+E32,Stable
2185,pcu+N379+E29,Unstable
2186,pcu+N123+E180,Stable
2187,pcu+N680+E142,Stable
2188,pcu+N311+E6,Stable
2189,pcu+N552+E217,Stable
2190,pcu+N674+E64,Stable
2191,pcu+N494+E147,Stable
2192,pcu+N406+E31,Stable
2193,pcu+N384+E131,Stable
2194,pcu+N106+E132,Stable
2195,pcu+N162+E160,Stable
2196,pcu+N560+E209,Stable
2197,pcu+N643+E132,Stable
2198,pcu+N577+E69,Stable
2199,pcu+N489+E119,Stable
2200,pcu+N622+E108,Stable
2201,pcu+N221+E204,Unstable
2202,pcu+N54+E115,Stable
2203,pcu+N234+E122,Unstable
2204,pcu+N612+E177,Unstable
2205,pcu+N151+E119,Stable
2206,pcu+N556+E159,Stable
2207,pcu+N504+E211,Stable
2208,pcu+N308+E168,Stable
2209,pcu+N457+E199,Stable
2210,pcu+N552+E203,Stable
2211,pcu+N494+E143,Stable
2212,pcu+N567+E50,Stable
2213,pcu+N55+E146,Stable
2214,pcu+N668+E201,Stable
2215,pcu+N37+E184,Stable
2216,pcu+N248+E234,Stable
2217,pcu+N569+E206,Stable
2218,pcu+N373+E212,Stable
2219,pcu+N55+E204,Stable
2220,pcu+N151+E146,Unstable
2221,pcu+N559+E154,Stable
2222,pcu+N489+E41,Unstable
2223,pcu+N568+E58,Stable
2224,pcu+N555+E83,Unstable
2225,pcu+N628+E5,Stable
2226,pcu+N613+E45,Stable
2227,pcu+N489+E20,Stable
2228,pcu+N222+E31,Unstable
2229,pcu+N394+E45,Stable
2230,pcu+N240+E50,Unstable
2231,pcu+N612+E114,Stable
2232,pcu+N504+E51,Stable
2233,pcu+N392+E77,Stable
2234,pcu+N324+E199,Stable
2235,pcu+N567+E225,Stable
2236,pcu+N139+E118,Stable
2237,pcu+N668+E92,Stable
2238,pcu+N483+E221,Stable
2239,pcu+N509+E6,Unstable
2240,pcu+N613+E25,Stable
2241,pcu+N290+E87,Stable
2242,pcu+N308+E181,Stable
2243,pcu+N250+E59,Unstable
2244,pcu+N144+E138,Unstable
2245,pcu+N613+E166,Stable
2246,pcu+N341+E10,Stable
2247,pcu+N694+E98,Stable
2248,pcu+N144+E180,Stable
2249,pcu+N41+E113,Unstable
2250,pcu+N574+E209,Unstable
2251,pcu+N250+E29,Stable
2252,pcu+N155+E155,Stable
2253,pcu+N30+E36,Stable
2254,pcu+N379+E17,Stable
2255,pcu+N143+E127,Stable
2256,pcu+N41+E16,Stable
2257,pcu+N108+E29,Stable
2258,pcu+N608+E21,Stable
2259,pcu+N49+E6,Unstable
2260,pcu+N213+E187,Stable
2261,pcu+N529+E157,Stable
2262,pcu+N659+E221,Stable
2263,pcu+N311+E167,Stable
2264,pcu+N250+E71,Stable
2265,pcu+N406+E168,Stable
2266,pcu+N622+E86,Unstable
2267,pcu+N273+E158,Unstable
2268,pcu+N135+E89,Unstable
2269,pcu+N576+E218,Unstable
2270,pcu+N106+E156,Stable
2271,pcu+N475+E113,Stable
2272,pcu+N214+E39,Stable
2273,pcu+N680+E89,Stable
2274,pcu+N493+E68,Stable
2275,pcu+N505+E162,Unstable
2276,pcu+N646+E190,Stable
2277,pcu+N476+E142,Unstable
2278,pcu+N180+E98,Stable
2279,pcu+N447+E183,Stable
2280,pcu+N574+E115,Stable
2281,pcu+N139+E127,Stable
2282,pcu+N339+E217,Stable
2283,pcu+N567+E96,Stable
2284,pcu+N234+E229,Stable
2285,pcu+N183+E146,Stable
2286,pcu+N680+E98,Stable
2287,pcu+N309+E22,Stable
2288,pcu+N222+E154,Unstable
2289,pcu+N486+E120,Stable
2290,pcu+N339+E111,Stable
2291,pcu+N667+E162,Stable
2292,pcu+N123+E47,Stable
2293,pcu+N489+E1,Stable
2294,pcu+N483+E39,Stable
2295,pcu+N37+E85,Stable
2296,pcu+N146+E179,Stable
2297,pcu+N595+E131,Unstable
2298,pcu+N493+E10,Stable
2299,pcu+N613+E76,Unstable
2300,pcu+N220+E174,Unstable
2301,pcu+N105+E139,Stable
2302,pcu+N634+E112,Stable
2303,pcu+N54+E6,Stable
2304,pcu+N144+E155,Stable
2305,pcu+N148+E52,Unstable
2306,pcu+N570+E232,Stable
2307,pcu+N106+E121,Stable
2308,pcu+N309+E34,Stable
2309,pcu+N529+E134,Stable
2310,pcu+N16+E196,Stable
2311,pcu+N205+E115,Stable
2312,pcu+N552+E7,Stable
2313,pcu+N162+E43,Stable
2314,pcu+N630+E174,Unstable
2315,pcu+N106+E4,Stable
2316,pcu+N328+E61,Stable
2317,pcu+N657+E90,Unstable
2318,pcu+N65+E26,Stable
2319,pcu+N37+E120,Stable
2320,pcu+N139+E34,Stable
2321,pcu+N314+E224,Stable
2322,pcu+N221+E224,Stable
2323,pcu+N668+E68,Unstable
2324,pcu+N691+E110,Stable
2325,pcu+N108+E47,Stable
2326,pcu+N55+E137,Stable
2327,pcu+N139+E157,Stable
2328,pcu+N173+E192,Stable
2329,pcu+N555+E78,Stable
2330,pcu+N576+E92,Stable
2331,pcu+N570+E2,Unstable
2332,pcu+N273+E171,Stable
2333,pcu+N384+E81,Stable
2334,pcu+N36+E98,Stable
2335,pcu+N54+E73,Stable
2336,pcu+N612+E221,Stable
2337,pcu+N123+E96,Stable
2338,pcu+N392+E221,Stable
2339,pcu+N555+E154,Stable
2340,pcu+N37+E23,Stable
2341,pcu+N180+E8,Stable
2342,pcu+N308+E106,Unstable
2343,pcu+N373+E43,Stable
2344,pcu+N509+E195,Stable
2345,pcu+N180+E166,Unstable
2346,pcu+N521+E82,Stable
2347,pcu+N273+E22,Unstable
2348,pcu+N643+E217,Stable
2349,pcu+N406+E33,Stable
2350,pcu+N480+E50,Stable
2351,pcu+N567+E206,Stable
2352,pcu+N273+E6,Unstable
2353,pcu+N173+E80,Stable
2354,pcu+N248+E7,Stable
2355,pcu+N289+E20,Stable
2356,pcu+N123+E35,Stable
2357,pcu+N657+E9,Stable
2358,pcu+N559+E82,Stable
2359,pcu+N77+E73,Stable
2360,pcu+N428+E94,Unstable
2361,pcu+N612+E58,Stable
2362,pcu+N148+E106,Unstable
2363,pcu+N622+E226,Unstable
2364,pcu+N308+E187,Unstable
2365,pcu+N476+E8,Unstable
2366,pcu+N480+E23,Stable
2367,pcu+N428+E163,Stable
2368,pcu+N556+E5,Stable
2369,pcu+N491+E96,Stable
2370,pcu+N336+E30,Stable
2371,pcu+N213+E76,Stable
2372,pcu+N680+E52,Stable
2373,pcu+N694+E139,Stable
2374,pcu+N273+E202,Unstable
2375,pcu+N220+E168,Stable
2376,pcu+N428+E86,Unstable
2377,pcu+N595+E147,Unstable
2378,pcu+N529+E24,Stable
2379,pcu+N108+E42,Stable
2380,pcu+N493+E71,Stable
2381,pcu+N659+E150,Stable
2382,pcu+N234+E147,Unstable
2383,pcu+N593+E64,Stable
2384,pcu+N476+E221,Unstable
2385,pcu+N628+E226,Stable
2386,pcu+N668+E132,Stable
2387,pcu+N691+E116,Unstable
2388,pcu+N240+E219,Stable
2389,pcu+N295+E81,Stable
2390,pcu+N666+E85,Stable
2391,pcu+N467+E76,Stable
2392,pcu+N696+E90,Unstable
2393,pcu+N123+E223,Stable
2394,pcu+N205+E218,Stable
2395,pcu+N504+E91,Stable
2396,pcu+N16+E223,Stable
2397,pcu+N221+E131,Stable
2398,pcu+N494+E178,Stable
2399,pcu+N77+E58,Stable
2400,pcu+N336+E58,Stable
2401,pcu+N608+E63,Stable
2402,pcu+N595+E87,Stable
2403,pcu+N234+E67,Unstable
2404,pcu+N555+E86,Stable
2405,pcu+N555+E20,Stable
2406,pcu+N311+E95,Stable
2407,pcu+N690+E204,Stable
2408,pcu+N447+E182,Stable
2409,pcu+N493+E15,Stable
2410,pcu+N668+E41,Stable
2411,pcu+N295+E49,Stable
2412,pcu+N273+E228,Unstable
2413,pcu+N628+E123,Unstable
2414,pcu+N489+E13,Stable
2415,pcu+N613+E95,Stable
2416,pcu+N240+E204,Stable
2417,pcu+N467+E10,Stable
2418,pcu+N598+E125,Stable
2419,pcu+N336+E57,Stable
2420,pcu+N657+E94,Stable
2421,pcu+N568+E167,Stable
2422,pcu+N659+E176,Stable
2423,pcu+N183+E163,Stable
2424,pcu+N283+E44,Stable
2425,pcu+N222+E127,Unstable
2426,pcu+N548+E178,Stable
2427,pcu+N678+E1,Stable
2428,pcu+N576+E39,Stable
2429,pcu+N593+E89,Stable
2430,pcu+N567+E137,Stable
2431,pcu+N220+E42,Stable
2432,pcu+N311+E153,Stable
2433,pcu+N467+E143,Stable
2434,pcu+N308+E108,Stable
2435,pcu+N608+E59,Stable
2436,pcu+N59+E180,Stable
2437,pcu+N475+E171,Stable
2438,pcu+N328+E18,Stable
2439,pcu+N213+E31,Stable
2440,pcu+N37+E194,Stable
2441,pcu+N274+E64,Unstable
2442,pcu+N36+E84,Stable
2443,pcu+N167+E177,Stable
2444,pcu+N533+E178,Stable
2445,pcu+N274+E223,Stable
2446,pcu+N406+E190,Unstable
2447,pcu+N205+E182,Stable
2448,pcu+N208+E163,Stable
2449,pcu+N220+E126,Stable
2450,pcu+N148+E48,Stable
2451,pcu+N438+E186,Stable
2452,pcu+N146+E112,Stable
2453,pcu+N173+E183,Stable
2454,pcu+N491+E25,Stable
2455,pcu+N590+E168,Stable
2456,pcu+N493+E24,Stable
2457,pcu+N447+E179,Stable
2458,pcu+N106+E187,Stable
2459,pcu+N311+E114,Unstable
2460,pcu+N248+E228,Stable
2461,pcu+N234+E9,Unstable
2462,pcu+N162+E115,Stable
2463,pcu+N295+E149,Unstable
2464,pcu+N595+E8,Unstable
2465,pcu+N569+E50,Stable
2466,pcu+N250+E50,Stable
2467,pcu+N570+E28,Stable
2468,pcu+N324+E19,Stable
2469,pcu+N392+E116,Stable
2470,pcu+N167+E43,Stable
2471,pcu+N213+E34,Stable
2472,pcu+N373+E44,Unstable
2473,pcu+N593+E108,Stable
2474,pcu+N593+E160,Stable
2475,pcu+N265+E147,Stable
2476,pcu+N379+E34,Stable
2477,pcu+N273+E92,Unstable
2478,pcu+N457+E147,Stable
2479,pcu+N59+E51,Stable
2480,pcu+N608+E102,Stable
2481,pcu+N467+E187,Stable
2482,pcu+N406+E11,Stable
2483,pcu+N16+E203,Stable
2484,pcu+N55+E205,Stable
2485,pcu+N33+E3,Stable
2486,pcu+N392+E188,Stable
2487,pcu+N33+E101,Stable
2488,pcu+N273+E177,Unstable
2489,pcu+N384+E170,Stable
2490,pcu+N311+E219,Unstable
2491,pcu+N442+E18,Stable
2492,pcu+N328+E83,Stable
2493,pcu+N148+E159,Stable
2494,pcu+N505+E177,Stable
2495,pcu+N205+E232,Stable
2496,pcu+N678+E173,Stable
2497,pcu+N283+E130,Stable
2498,pcu+N467+E5,Stable
2499,pcu+N668+E179,Stable
2500,pcu+N489+E131,Stable
2501,pcu+N577+E135,Stable
2502,pcu+N476+E85,Unstable
2503,pcu+N290+E13,Stable
2504,pcu+N334+E205,Stable
2505,pcu+N574+E175,Stable
2506,pcu+N509+E11,Stable
2507,pcu+N55+E18,Stable
2508,pcu+N595+E83,Stable
2509,pcu+N148+E178,Stable
2510,pcu+N273+E66,Unstable
2511,pcu+N509+E52,Stable
2512,pcu+N425+E232,Stable
2513,pcu+N475+E59,Unstable
2514,pcu+N613+E128,Stable
2515,pcu+N306+E120,Stable
2516,pcu+N221+E212,Stable
2517,pcu+N659+E65,Stable
2518,pcu+N384+E13,Stable
2519,pcu+N560+E224,Stable
2520,pcu+N646+E156,Stable
2521,pcu+N65+E145,Stable
2522,pcu+N264+E181,Stable
2523,pcu+N339+E24,Stable
2524,pcu+N690+E173,Stable
2525,pcu+N613+E90,Stable
2526,pcu+N593+E221,Stable
2527,pcu+N659+E224,Unstable
2528,pcu+N341+E24,Stable
2529,pcu+N295+E111,Stable
2530,pcu+N574+E149,Stable
2531,pcu+N289+E232,Unstable
2532,pcu+N574+E78,Stable
2533,pcu+N465+E173,Stable
2534,pcu+N54+E151,Stable
2535,pcu+N657+E110,Unstable
2536,pcu+N696+E119,Stable
2537,pcu+N508+E136,Stable
2538,pcu+N339+E151,Stable
2539,pcu+N306+E12,Stable
2540,pcu+N533+E59,Stable
2541,pcu+N59+E77,Stable
2542,pcu+N116+E9,Stable
2543,pcu+N696+E166,Stable
2544,pcu+N634+E48,Stable
2545,pcu+N106+E137,Stable
2546,pcu+N373+E7,Stable
2547,pcu+N295+E128,Stable
2548,pcu+N308+E153,Stable
2549,pcu+N694+E80,Unstable
2550,pcu+N339+E136,Stable
2551,pcu+N309+E226,Stable
2552,pcu+N214+E179,Unstable
2553,pcu+N264+E151,Stable
2554,pcu+N494+E233,Stable
2555,pcu+N568+E66,Stable
2556,pcu+N598+E90,Stable
2557,pcu+N643+E193,Stable
2558,pcu+N382+E170,Stable
2559,pcu+N182+E161,Stable
2560,pcu+N555+E98,Stable
2561,pcu+N373+E37,Unstable
2562,pcu+N559+E58,Unstable
2563,pcu+N379+E61,Unstable
2564,pcu+N568+E104,Stable
2565,pcu+N108+E115,Stable
2566,pcu+N274+E159,Stable
2567,pcu+N590+E66,Stable
2568,pcu+N628+E37,Stable
2569,pcu+N273+E37,Stable
2570,pcu+N593+E13,Stable
2571,pcu+N240+E40,Stable
2572,pcu+N47+E219,Unstable
2573,pcu+N234+E190,Stable
2574,pcu+N295+E181,Stable
2575,pcu+N108+E61,Stable
2576,pcu+N540+E29,Stable
2577,pcu+N180+E138,Stable
2578,pcu+N696+E16,Stable
2579,pcu+N486+E73,Stable
2580,pcu+N240+E33,Stable
2581,pcu+N384+E95,Stable
2582,pcu+N143+E94,Stable
2583,pcu+N30+E220,Stable
2584,pcu+N489+E194,Stable
2585,pcu+N494+E179,Stable
2586,pcu+N691+E82,Unstable
2587,pcu+N167+E176,Stable
2588,pcu+N16+E102,Stable
2589,pcu+N483+E91,Unstable
2590,pcu+N49+E134,Stable
2591,pcu+N668+E151,Stable
2592,pcu+N162+E48,Stable
2593,pcu+N509+E176,Stable
2594,pcu+N234+E86,Unstable
2595,pcu+N634+E6,Stable
2596,pcu+N240+E44,Stable
2597,pcu+N106+E24,Stable
2598,pcu+N622+E137,Stable
2599,pcu+N678+E40,Stable
2600,pcu+N694+E48,Stable
2601,pcu+N77+E28,Stable
2602,pcu+N283+E136,Stable
2603,pcu+N559+E59,Stable
2604,pcu+N425+E151,Stable
2605,pcu+N540+E17,Stable
2606,pcu+N106+E199,Unstable
2607,pcu+N36+E134,Stable
2608,pcu+N476+E198,Unstable
2609,pcu+N65+E17,Stable
2610,pcu+N295+E229,Stable
2611,pcu+N504+E65,Stable
2612,pcu+N144+E76,Stable
2613,pcu+N680+E189,Stable
2614,pcu+N213+E45,Stable
2615,pcu+N608+E190,Stable
2616,pcu+N139+E68,Stable
2617,pcu+N309+E83,Unstable
2618,pcu+N643+E49,Stable
2619,pcu+N144+E173,Unstable
2620,pcu+N590+E198,Stable
2621,pcu+N668+E17,Stable
2622,pcu+N608+E66,Stable
2623,pcu+N328+E80,Stable
2624,pcu+N240+E104,Stable
2625,pcu+N696+E234,Stable
2626,pcu+N334+E53,Stable
2627,pcu+N613+E65,Unstable
2628,pcu+N680+E81,Stable
2629,pcu+N47+E229,Stable
2630,pcu+N392+E31,Stable
2631,pcu+N560+E90,Unstable
2632,pcu+N36+E187,Stable
2633,pcu+N167+E101,Unstable
2634,pcu+N311+E192,Stable
2635,pcu+N590+E148,Stable
2636,pcu+N559+E43,Stable
2637,pcu+N555+E19,Stable
2638,pcu+N659+E22,Stable
2639,pcu+N590+E73,Stable
2640,pcu+N36+E154,Unstable
2641,pcu+N467+E69,Stable
2642,pcu+N37+E12,Stable
2643,pcu+N598+E79,Stable
2644,pcu+N221+E92,Stable
2645,pcu+N182+E13,Stable
2646,pcu+N521+E11,Stable
2647,pcu+N457+E167,Stable
2648,pcu+N16+E50,Stable
2649,pcu+N106+E194,Stable
2650,pcu+N447+E98,Stable
2651,pcu+N308+E128,Stable
2652,pcu+N143+E87,Stable
2653,pcu+N504+E171,Stable
2654,pcu+N105+E27,Stable
2655,pcu+N37+E179,Stable
2656,pcu+N265+E174,Stable
2657,pcu+N540+E48,Unstable
2658,pcu+N593+E96,Stable
2659,pcu+N556+E130,Unstable
2660,pcu+N540+E116,Stable
2661,pcu+N494+E37,Stable
2662,pcu+N290+E195,Stable
2663,pcu+N273+E94,Unstable
2664,pcu+N666+E64,Stable
2665,pcu+N30+E143,Unstable
2666,pcu+N560+E199,Unstable
2667,pcu+N691+E221,Unstable
2668,pcu+N143+E135,Unstable
2669,pcu+N491+E23,Stable
2670,pcu+N560+E34,Stable
2671,pcu+N167+E33,Stable
2672,pcu+N570+E111,Stable
2673,pcu+N373+E50,Stable
2674,pcu+N341+E12,Stable
2675,pcu+N250+E127,Stable
2676,pcu+N54+E146,Stable
2677,pcu+N264+E49,Stable
2678,pcu+N283+E71,Stable
2679,pcu+N220+E178,Unstable
2680,pcu+N384+E222,Stable
2681,pcu+N16+E224,Stable
2682,pcu+N339+E225,Stable
2683,pcu+N234+E193,Unstable
2684,pcu+N494+E73,Stable
2685,pcu+N694+E2,Stable
2686,pcu+N613+E70,Unstable
2687,pcu+N569+E82,Stable
2688,pcu+N208+E118,Stable
2689,pcu+N576+E221,Unstable
2690,pcu+N135+E132,Stable
2691,pcu+N85+E120,Unstable
2692,pcu+N37+E53,Stable
2693,pcu+N306+E73,Stable
2694,pcu+N33+E26,Stable
2695,pcu+N341+E86,Stable
2696,pcu+N162+E101,Stable
2697,pcu+N529+E59,Stable
2698,pcu+N373+E104,Stable
2699,pcu+N680+E166,Stable
2700,pcu+N556+E173,Stable
2701,pcu+N674+E43,Stable
2702,pcu+N334+E189,Unstable
2703,pcu+N678+E107,Stable
2704,pcu+N214+E131,Stable
2705,pcu+N162+E150,Stable
2706,pcu+N598+E193,Unstable
2707,pcu+N628+E204,Stable
2708,pcu+N694+E190,Stable
2709,pcu+N55+E38,Stable
2710,pcu+N135+E177,Stable
2711,pcu+N657+E40,Stable
2712,pcu+N590+E68,Stable
2713,pcu+N438+E70,Stable
2714,pcu+N382+E58,Stable
2715,pcu+N628+E225,Stable
2716,pcu+N489+E118,Stable
2717,pcu+N54+E176,Stable
2718,pcu+N148+E158,Stable
2719,pcu+N475+E51,Unstable
2720,pcu+N674+E2,Stable
2721,pcu+N208+E83,Stable
2722,pcu+N595+E81,Stable
2723,pcu+N306+E229,Stable
2724,pcu+N143+E204,Stable
2725,pcu+N139+E115,Stable
2726,pcu+N567+E38,Stable
2727,pcu+N428+E22,Unstable
2728,pcu+N696+E161,Stable
2729,pcu+N428+E11,Unstable
2730,pcu+N521+E72,Stable
2731,pcu+N475+E106,Stable
2732,pcu+N576+E67,Unstable
2733,pcu+N55+E154,Stable
2734,pcu+N309+E135,Stable
2735,pcu+N116+E52,Stable
2736,pcu+N438+E205,Stable
2737,pcu+N77+E52,Unstable
2738,pcu+N552+E83,Stable
2739,pcu+N205+E19,Stable
2740,pcu+N453+E161,Stable
2741,pcu+N208+E218,Stable
2742,pcu+N540+E215,Stable
2743,pcu+N540+E180,Stable
2744,pcu+N657+E196,Unstable
2745,pcu+N465+E42,Stable
2746,pcu+N560+E217,Stable
2747,pcu+N475+E40,Stable
2748,pcu+N155+E170,Stable
2749,pcu+N382+E175,Stable
2750,pcu+N634+E104,Stable
2751,pcu+N529+E205,Stable
2752,pcu+N476+E38,Unstable
2753,pcu+N442+E72,Unstable
2754,pcu+N283+E29,Stable
2755,pcu+N143+E91,Stable
2756,pcu+N667+E35,Unstable
2757,pcu+N568+E51,Stable
2758,pcu+N552+E202,Stable
2759,pcu+N108+E224,Stable
2760,pcu+N690+E199,Stable
2761,pcu+N406+E23,Stable
2762,pcu+N222+E106,Stable
2763,pcu+N493+E199,Stable
2764,pcu+N628+E229,Stable
2765,pcu+N483+E166,Stable
2766,pcu+N135+E145,Stable
2767,pcu+N250+E76,Stable
2768,pcu+N222+E51,Stable
2769,pcu+N480+E67,Stable
2770,pcu+N152+E182,Stable
2771,pcu+N173+E5,Stable
2772,pcu+N595+E9,Stable
2773,pcu+N659+E216,Stable
2774,pcu+N49+E203,Unstable
2775,pcu+N612+E5,Stable
2776,pcu+N680+E38,Stable
2777,pcu+N33+E219,Stable
2778,pcu+N250+E13,Stable
2779,pcu+N55+E90,Stable
2780,pcu+N493+E204,Stable
2781,pcu+N101+E114,Stable
2782,pcu+N483+E3,Stable
2783,pcu+N105+E91,Unstable
2784,pcu+N334+E107,Stable
2785,pcu+N555+E28,Stable
2786,pcu+N220+E120,Unstable
2787,pcu+N457+E127,Stable
2788,pcu+N569+E9,Stable
2789,pcu+N622+E81,Unstable
2790,pcu+N521+E148,Unstable
2791,pcu+N447+E36,Stable
2792,pcu+N406+E76,Stable
2793,pcu+N273+E215,Unstable
2794,pcu+N668+E106,Stable
2795,pcu+N36+E185,Stable
2796,pcu+N447+E6,Stable
2797,pcu+N283+E108,Stable
2798,pcu+N182+E182,Stable
2799,pcu+N173+E32,Stable
2800,pcu+N334+E153,Stable
2801,pcu+N379+E216,Stable
2802,pcu+N598+E95,Stable
2803,pcu+N295+E126,Unstable
2804,pcu+N373+E226,Stable
2805,pcu+N593+E181,Stable
2806,pcu+N406+E171,Stable
2807,pcu+N690+E157,Stable
2808,pcu+N394+E42,Stable
2809,pcu+N106+E58,Stable
2810,pcu+N334+E148,Unstable
2811,pcu+N183+E66,Stable
2812,pcu+N36+E215,Unstable
2813,pcu+N505+E6,Unstable
2814,pcu+N182+E104,Stable
2815,pcu+N540+E108,Stable
2816,pcu+N425+E97,Unstable
2817,pcu+N666+E192,Stable
2818,pcu+N442+E152,Unstable
2819,pcu+N148+E217,Stable
2820,pcu+N577+E146,Stable
2821,pcu+N311+E90,Stable
2822,pcu+N283+E131,Stable
2823,pcu+N428+E219,Unstable
2824,pcu+N309+E42,Stable
2825,pcu+N509+E8,Stable
2826,pcu+N613+E106,Stable
2827,pcu+N139+E180,Stable
2828,pcu+N222+E121,Stable
2829,pcu+N135+E120,Unstable
2830,pcu+N328+E162,Stable
2831,pcu+N106+E175,Stable
2832,pcu+N425+E168,Stable
2833,pcu+N16+E36,Stable
2834,pcu+N308+E192,Stable
2835,pcu+N504+E78,Stable
2836,pcu+N334+E135,Stable
2837,pcu+N438+E120,Stable
2838,pcu+N341+E11,Stable
2839,pcu+N394+E41,Stable
0,dia+N113+E170,Stable
1,dia+N158+E190,Unstable
2,dia+N395+E221,Stable
3,dia+N310+E185,Unstable
4,dia+N256+E225,Stable
5,dia+N219+E63,Unstable
6,dia+N310+E25,Unstable
7,dia+N435+E36,Stable
8,dia+N156+E9,Stable
9,dia+N515+E70,Unstable
10,dia+N2+E2,Stable
11,dia+N113+E111,Stable
12,dia+N305+E143,Stable
13,dia+N52+E49,Stable
14,dia+N188+E19,Unstable
15,dia+N218+E74,Unstable
16,dia+N32+E131,Unstable
17,dia+N215+E52,Unstable
18,dia+N393+E139,Unstable
19,dia+N312+E173,Stable
20,dia+N93+E69,Unstable
21,dia+N562+E136,Unstable
22,dia+N708+E101,Stable
23,dia+N562+E73,Stable
24,dia+N219+E215,Unstable
25,dia+N164+E139,Unstable
26,dia+N434+E228,Stable
27,dia+N310+E97,Stable
28,dia+N708+E32,Stable
29,dia+N514+E99,Stable
30,dia+N649+E50,Unstable
31,dia+N113+E86,Unstable
32,dia+N601+E132,Stable
33,dia+N395+E85,Stable
34,dia+N305+E79,Unstable
35,dia+N93+E160,Unstable
36,dia+N520+E158,Unstable
37,dia+N627+E106,Stable
38,dia+N164+E223,Stable
39,dia+N109+E65,Stable
40,dia+N156+E219,Stable
41,dia+N161+E67,Stable
42,dia+N697+E185,Unstable
43,dia+N434+E68,Stable
44,dia+N219+E157,Stable
45,dia+N219+E23,Stable
46,dia+N164+E63,Stable
47,dia+N93+E188,Unstable
48,dia+N2+E194,Stable
49,dia+N327+E155,Stable
50,dia+N310+E216,Unstable
51,dia+N2+E151,Stable
52,dia+N492+E174,Unstable
53,dia+N393+E23,Stable
54,dia+N161+E146,Stable
55,dia+N708+E148,Stable
56,dia+N93+E217,Unstable
57,dia+N393+E148,Unstable
58,dia+N34+E68,Unstable
59,dia+N50+E24,Stable
60,dia+N371+E95,Unstable
61,dia+N93+E130,Stable
62,dia+N50+E219,Stable
63,dia+N346+E158,Unstable
64,dia+N168+E207,Unstable
65,dia+N371+E187,Unstable
66,dia+N115+E165,Unstable
67,dia+N93+E181,Unstable
68,dia+N267+E204,Unstable
69,dia+N219+E221,Unstable
70,dia+N184+E32,Stable
71,dia+N404+E3,Stable
72,dia+N520+E92,Unstable
73,dia+N256+E24,Stable
74,dia+N450+E220,Unstable
75,dia+N312+E183,Unstable
76,dia+N398+E232,Stable
77,dia+N305+E63,Unstable
78,dia+N307+E139,Unstable
79,dia+N310+E194,Stable
80,dia+N520+E177,Unstable
81,dia+N68+E206,Unstable
82,dia+N256+E219,Stable
83,dia+N346+E115,Unstable
84,dia+N385+E13,Unstable
85,dia+N627+E150,Unstable
86,dia+N184+E111,Stable
87,dia+N215+E11,Stable
88,dia+N662+E213,Unstable
89,dia+N238+E165,Unstable
90,dia+N398+E146,Stable
91,dia+N215+E6,Stable
92,dia+N219+E41,Stable
93,dia+N52+E195,Unstable
94,dia+N307+E77,Stable
95,dia+N450+E8,Stable
96,dia+N649+E16,Unstable
97,dia+N627+E229,Stable
98,dia+N562+E215,Stable
99,dia+N307+E57,Unstable
100,dia+N697+E196,Stable
101,dia+N435+E170,Stable
102,dia+N164+E201,Unstable
103,dia+N3+E230,Stable
104,dia+N73+E163,Stable
105,dia+N310+E57,Unstable
106,dia+N697+E10,Stable
107,dia+N385+E122,Stable
108,dia+N404+E25,Stable
109,dia+N520+E37,Unstable
110,dia+N267+E45,Unstable
111,dia+N161+E83,Stable
112,dia+N404+E42,Stable
113,dia+N312+E25,Stable
114,dia+N215+E159,Unstable
115,dia+N700+E226,Stable
116,dia+N76+E66,Stable
117,dia+N188+E211,Stable
118,dia+N461+E155,Stable
119,dia+N215+E25,Unstable
120,dia+N93+E147,Stable
